round,program_id,model,pass_sequence,success,overoz,num_passes,benchmark
3,cbench-v1_stringsearch2.ll,DeepSeek-V3,"[""--mem2reg"", ""--sroa"", ""--instcombine"", ""--simplifycfg"", ""--gvn"", ""--dce"", ""--licm"", ""--loop-unroll"", ""--loop-rotate"", ""--loop-deletion"", ""--jump-threading"", ""--correlated-propagation"", ""--adce"", ""--indvars"", ""--loop-idiom"", ""--loop-reroll"", ""--loop-unswitch"", ""--mergefunc"", ""--sccp"", ""--early-cse"", ""--newgvn"", ""--aggressive-instcombine"", ""--loop-vectorize"", ""--slp-vectorize"", ""--constmerge""]",True,0.0,25,cbench-v1
4,cbench-v1_stringsearch2.ll,DeepSeek-V3,"[""--mem2reg"", ""--sroa"", ""--instcombine"", ""--simplifycfg"", ""--gvn"", ""--dce"", ""--licm"", ""--loop-unroll"", ""--loop-rotate"", ""--loop-deletion"", ""--jump-threading"", ""--correlated-propagation"", ""--adce"", ""--indvars"", ""--loop-idiom"", ""--loop-reroll"", ""--loop-unswitch"", ""--mergefunc"", ""--sccp"", ""--early-cse"", ""--newgvn"", ""--aggressive-instcombine"", ""--loop-vectorize"", ""--slp-vectorize"", ""--constmerge"", ""--inline"", ""--partial-inliner"", ""--argpromotion"", ""--ipsccp"", ""--deadargelim"", ""--loop-interchange"", ""--loop-distribute"", ""--loop-fusion"", ""--loop-load-elim"", ""--loop-sink"", ""--loop-predication"", ""--loop-versioning"", ""--lower-expect""]",True,0.0,38,cbench-v1
0,cbench-v1_rijndael.ll,DeepSeek-V3,"[""--mem2reg"", ""--instcombine"", ""--simplifycfg"", ""--gvn"", ""--deadargelim"", ""--aggressiveinstcombine"", ""--licm"", ""--loop-unroll"", ""--loop-deletion"", ""--dce"", ""--adce"", ""--constmerge"", ""--globalopt""]",True,0.0,13,cbench-v1
1,cbench-v1_rijndael.ll,DeepSeek-V3,[],False,0.0,0,cbench-v1
2,cbench-v1_rijndael.ll,DeepSeek-V3,"[""--dce"", ""--mem2reg"", ""--instcombine"", ""--simplifycfg"", ""--gvn"", ""--licm"", ""--loop-rotate"", ""--loop-unswitch"", ""--sccp"", ""--dse"", ""--adce"", ""--always-inline""]",True,0.421816403065384,12,cbench-v1
3,cbench-v1_rijndael.ll,DeepSeek-V3,"[""--dce"", ""--mem2reg"", ""--instcombine"", ""--simplifycfg"", ""--gvn"", ""--licm"", ""--loop-rotate"", ""--loop-unswitch"", ""--sccp"", ""--dse"", ""--adce"", ""--always-inline"", ""--jump-threading"", ""--loop-deletion"", ""--loop-idiom"", ""--loop-unroll""]",True,0.36670471221262024,16,cbench-v1
4,cbench-v1_rijndael.ll,DeepSeek-V3,"[""--dce"", ""--mem2reg"", ""--instcombine"", ""--simplifycfg"", ""--gvn"", ""--licm"", ""--loop-rotate"", ""--loop-unswitch"", ""--sccp"", ""--dse"", ""--adce"", ""--always-inline"", ""--jump-threading"", ""--loop-deletion"", ""--loop-idiom"", ""--loop-unroll"", ""--ipsccp"", ""--partial-inliner"", ""--argpromotion"", ""--mergefunc""]",True,-0.07875428012391977,20,cbench-v1
0,cbench-v1_adpcm.ll,Qwen3-235B,"[""--mem2reg"", ""--sroa"", ""--instcombine"", ""--simplifycfg"", ""--gvn"", ""--dse"", ""--dce""]",True,0.6155202821869489,7,cbench-v1
1,cbench-v1_adpcm.ll,Qwen3-235B,"[""--mem2reg"", ""--sroa"", ""--reassociate"", ""--instcombine"", ""--simplifycfg"", ""--sccp"", ""--jump-threading"", ""--loop-simplify"", ""--licm"", ""--gvn"", ""--dse"", ""--adce""]",True,0.6172839506172839,12,cbench-v1
2,cbench-v1_adpcm.ll,Qwen3-235B,"[""--mem2reg"", ""--sroa"", ""--early-cse"", ""--reassociate"", ""--instcombine"", ""--simplifycfg"", ""--sccp"", ""--jump-threading"", ""--correlated-propagation"", ""--loop-simplify"", ""--split-crit-edges"", ""--loop-unroll"", ""--licm"", ""--loop-idiom"", ""--gvn"", ""--dse"", ""--inline"", ""--merge-blocks"", ""--adce""]",True,0.0,19,cbench-v1
3,cbench-v1_adpcm.ll,Qwen3-235B,"[""--sroa"", ""--early-cse"", ""--instcombine"", ""--simplifycfg"", ""--reassociate"", ""--inline"", ""--loop-simplify"", ""--loop-unroll"", ""--licm"", ""--gvn"", ""--dse"", ""--sccp"", ""--correlated-propagation"", ""--jump-threading"", ""--adce"", ""--merge-blocks""]",True,0.0,16,cbench-v1
4,cbench-v1_adpcm.ll,Qwen3-235B,"[""--sroa"", ""--instcombine"", ""--simplifycfg"", ""--dse"", ""--gvn"", ""--sccp"", ""--mergefunc"", ""--jump-threading"", ""--deadargelim"", ""--if-conversion"", ""--reassociate"", ""--correlated-propagation"", ""--adce""]",True,0.0,13,cbench-v1
0,cbench-v1_bitcount.ll,Qwen3-235B,"[""--sroa"", ""--mem2reg"", ""--instcombine"", ""--simplifycfg""]",True,0.5157526254375729,4,cbench-v1
1,cbench-v1_bitcount.ll,Qwen3-235B,"[""--sroa"", ""--mem2reg"", ""--gvn"", ""--aggressive-dce"", ""--instcombine"", ""--simplifycfg"", ""--reassociate""]",True,0.0,7,cbench-v1
2,cbench-v1_bitcount.ll,Qwen3-235B,"[""--deadargelim"", ""--ipconstprop"", ""--lower-switch"", ""--sroa"", ""--mem2reg"", ""--gvn"", ""--dse"", ""--instcombine"", ""--simplifycfg"", ""--reassociate""]",True,0.0,10,cbench-v1
3,cbench-v1_bitcount.ll,Qwen3-235B,"[""--split-crit-edges"", ""--loop-unroll"", ""--sccp"", ""--dse"", ""--merge-blocks"", ""--simplifycfg"", ""--instcombine"", ""--prune-llvm-names"", ""--strip-debug""]",True,0.0,9,cbench-v1
4,cbench-v1_bitcount.ll,Qwen3-235B,"[""--split-crit-edges"", ""--mem2reg"", ""--dead-arg-elim"", ""--loop-unroll"", ""--licm"", ""--sccp"", ""--dse"", ""--gvn"", ""--adce"", ""--instcombine"", ""--simplifycfg"", ""--merge-blocks"", ""--constmerge"", ""--prune-llvm-names"", ""--strip-debug""]",True,0.0,15,cbench-v1
0,cbench-v1_dijkstra.ll,Qwen3-235B,"[""--mem2reg"", ""--sroa"", ""--instcombine"", ""--simplifycfg"", ""--dse"", ""--sccp""]",True,0.3511111111111111,6,cbench-v1
1,cbench-v1_dijkstra.ll,Qwen3-235B,"[""--mem2reg"", ""--sroa"", ""--instcombine"", ""--jump-threading"", ""--split-critical-edges"", ""--licm"", ""--gvn"", ""--simplifycfg"", ""--dse"", ""--ipsccp""]",True,0.0,10,cbench-v1
2,cbench-v1_dijkstra.ll,Qwen3-235B,"[""--inline"", ""--loweralloca"", ""--scalarrepl"", ""--instcombine"", ""--adce"", ""--constmerge"", ""--simplifycfg"", ""--dse"", ""--gvn"", ""--mergefunc""]",True,0.0,10,cbench-v1
3,cbench-v1_dijkstra.ll,Qwen3-235B,"[""--inline"", ""--loweralloca"", ""--scalarrepl"", ""--instcombine"", ""--simplifycfg"", ""--split-crit-edges"", ""--ipconstprop"", ""--sccp"", ""--dse"", ""--gvn""]",True,0.0,10,cbench-v1
4,cbench-v1_dijkstra.ll,Qwen3-235B,"[""--inline"", ""--loweralloca"", ""--reassociate"", ""--instcombine"", ""--simplifycfg"", ""--split-crit-edges"", ""--early-cse"", ""--jump-threading"", ""--ipconstprop"", ""--sccp"", ""--dse"", ""--gvn"", ""--merge-icmps"", ""--prune-eh""]",True,0.0,14,cbench-v1
0,cbench-v1_blowfish.ll,Qwen3-235B,"[""--mem2reg"", ""--sroa"", ""--instcombine"", ""--simplifycfg"", ""--gvn"", ""--dce""]",True,0.49256028732683427,6,cbench-v1
1,cbench-v1_blowfish.ll,Qwen3-235B,"[""--mem2reg"", ""--sroa"", ""--instcombine"", ""--simplifycfg"", ""--licm"", ""--loop-unroll"", ""--gvn"", ""--dse"", ""--memcpyopt"", ""--sccp"", ""--mergefunc"", ""--block-placement"", ""--dce""]",True,0.0,13,cbench-v1
2,cbench-v1_blowfish.ll,Qwen3-235B,"[""--mem2reg"", ""--sroa"", ""--instcombine"", ""--simplifycfg"", ""--early-cse"", ""--inline"", ""--dce"", ""--dse"", ""--licm"", ""--loop-unroll"", ""--gvn"", ""--memcpyopt"", ""--mergefunc"", ""--strip-dead-prototypes"", ""--deadargelim"", ""--constmerge"", ""--reorder-blocks"", ""--block-placement"", ""--stack-coloring""]",True,0.0,19,cbench-v1
3,cbench-v1_blowfish.ll,Qwen3-235B,"[""--mem2reg"", ""--sroa"", ""--reassociate"", ""--instcombine"", ""--loop-simplify"", ""--loop-rotate"", ""--loop-unroll"", ""--ipconstprop"", ""--adce"", ""--gvn"", ""--licm"", ""--dse"", ""--early-cse"", ""--simplifycfg"", ""--inline"", ""--deadargelim"", ""--constmerge"", ""--tailcallelim"", ""--loop-deletion"", ""--loop-fusion"", ""--lower-indvars"", ""--reorder-blocks"", ""--block-placement"", ""--stack-coloring""]",True,0.0,24,cbench-v1
4,cbench-v1_blowfish.ll,Qwen3-235B,"[""--mem2reg"", ""--sroa"", ""--reassociate"", ""--instcombine"", ""--gvn"", ""--licm"", ""--dse"", ""--early-cse"", ""--adce"", ""--ipconstprop"", ""--inline"", ""--deadargelim"", ""--simplifycfg"", ""--strip-dead-prototypes"", ""--mergefunc"", ""--constmerge"", ""--tailcallelim"", ""--lower-indvars"", ""--reorder-blocks"", ""--block-placement"", ""--stack-coloring"", ""--bit-trak""]",True,0.0,22,cbench-v1
0,cbench-v1_patricia.ll,Qwen3-235B,"[""--mem2reg"", ""--sroa"", ""--instcombine"", ""--simplifycfg"", ""--gvn"", ""--licm"", ""--dce""]",True,0.5046801872074883,7,cbench-v1
1,cbench-v1_patricia.ll,Qwen3-235B,"[""--mem2reg"", ""--sroa"", ""--instcombine"", ""--reassoc"", ""--simplifycfg"", ""--loop-unroll"", ""--licm"", ""--gvn"", ""--gvnhoist"", ""--memdep"", ""--dce"", ""--adce"", ""--constmerge"", ""--slp-vectorizer""]",True,0.0,14,cbench-v1
2,cbench-v1_patricia.ll,Qwen3-235B,"[""--inline"", ""--sroa"", ""--dce"", ""--instcombine"", ""--reassoc"", ""--simplifycfg"", ""--loop-simplify"", ""--loop-unroll"", ""--licm"", ""--gvn"", ""--constprop"", ""--gep-opt"", ""--correlated-propagation"", ""--jump-threading"", ""--adce"", ""--slh"", ""--bit-tracking-dce"", ""--mergefunc"", ""--memdep"", ""--slp-vectorizer""]",True,0.0,20,cbench-v1
3,cbench-v1_patricia.ll,Qwen3-235B,"[""--inline"", ""--sroa"", ""--early-cse"", ""--dce"", ""--instcombine"", ""--simplifycfg"", ""--loop-simplify"", ""--loop-unswitch"", ""--licm"", ""--gvn"", ""--constprop"", ""--gep-opt"", ""--correlated-propagation"", ""--jump-threading"", ""--adce"", ""--memdep"", ""--slh"", ""--load-store-vectorizer"", ""--mergefunc""]",True,0.0,19,cbench-v1
4,cbench-v1_patricia.ll,Qwen3-235B,"[""--inline"", ""--functionattrs"", ""--ip-sccp"", ""--deadargelim"", ""--globalopt"", ""--strip-dead-prototypes"", ""--mergefunc"", ""--lower-switch"", ""--simplifycfg"", ""--sroa"", ""--early-cse"", ""--dce"", ""--instcombine"", ""--gvn"", ""--constprop"", ""--tailcallelim"", ""--reassociate"", ""--loop-idiom"", ""--loop-simplify"", ""--licm"", ""--memcmoveopt"", ""--memsetopt"", ""--deadstoreelim"", ""--partially-inline-libcalls"", ""--merge-blocks"", ""--strip""]",True,0.0,26,cbench-v1
0,cbench-v1_crc32.ll,Qwen3-235B,"[""--mem2reg"", ""--sroa"", ""--instcombine"", ""--simplifycfg""]",True,0.5082644628099173,4,cbench-v1
1,cbench-v1_crc32.ll,Qwen3-235B,"[""--mem2reg"", ""--sroa"", ""--scalarrepl"", ""--instcombine"", ""--licm"", ""--gvn"", ""--dce"", ""--inline"", ""--simplifycfg"", ""--loop-unroll""]",True,0.0,10,cbench-v1
2,cbench-v1_crc32.ll,Qwen3-235B,"[""--basicaa"", ""--sccp"", ""--instcombine"", ""--always-inline"", ""--simplifycfg"", ""--loop-simplify"", ""--loop-unroll"", ""--reassociate"", ""--gvn-pipeline"", ""--mem2reg"", ""--dse"", ""--licm"", ""--pre"", ""--dce"", ""--merge-blocks"", ""--strip-dead-prototypes"", ""--scalar-evolution""]",True,0.0,17,cbench-v1
3,cbench-v1_crc32.ll,Qwen3-235B,"[""--basicaa"", ""--sccp"", ""--instcombine"", ""--simplifycfg"", ""--loop-simplify"", ""--licm"", ""--mem2reg"", ""--dse"", ""--reassociate"", ""--gvn-pipeline"", ""--pre"", ""--adce"", ""--constmerge"", ""--functionattrs"", ""--strip-dead-prototypes"", ""--merge-blocks"", ""--scalar-evolution""]",True,0.0,17,cbench-v1
4,cbench-v1_crc32.ll,Qwen3-235B,"[""--basicaa"", ""--sccp"", ""--instcombine"", ""--simplifycfg"", ""--loop-simplify"", ""--licm"", ""--sroa"", ""--mem2reg"", ""--dse"", ""--ipconstprop"", ""--mergefunc"", ""--deadargelim"", ""--prune-eh"", ""--lower-switch"", ""--gvn-pipeline"", ""--pre"", ""--adce"", ""--functionattrs"", ""--strip-dead-prototypes"", ""--merge-blocks"", ""--scalar-evolution"", ""--constmerge""]",True,0.0,22,cbench-v1
0,cbench-v1_qsort.ll,Qwen3-235B,"[""--sroa"", ""--instcombine"", ""--simplifycfg"", ""--gvn"", ""--adce""]",True,0.5721003134796239,5,cbench-v1
1,cbench-v1_qsort.ll,Qwen3-235B,"[""--sroa"", ""--instcombine"", ""--licm"", ""--loop-unroll"", ""--correlated-propagation"", ""--simplifycfg"", ""--gvn"", ""--adce""]",True,0.5611285266457681,8,cbench-v1
2,cbench-v1_qsort.ll,Qwen3-235B,"[""--sroa"", ""--alloca-sinking"", ""--instcombine"", ""--reassociate"", ""--loop-rotate"", ""--loop-unroll"", ""--licm"", ""--scalar-evolution"", ""--correlated-propagation"", ""--simplifycfg"", ""--gvn"", ""--pre"", ""--dse"", ""--sccp"", ""--adce"", ""--memcpyopt""]",True,0.0,16,cbench-v1
3,cbench-v1_qsort.ll,Qwen3-235B,"[""--mem2reg"", ""--sroa"", ""--instcombine"", ""--sccp"", ""--reassociate"", ""--loop-unroll"", ""--licm"", ""--scalar-evolution"", ""--simplifycfg"", ""--gvn"", ""--dse"", ""--adce"", ""--memcpyopt"", ""--pre"", ""--correlated-propagation"", ""--aggressive-instcombine""]",True,0.0,16,cbench-v1
4,cbench-v1_qsort.ll,Qwen3-235B,"[""--mem2reg"", ""--sroa"", ""--deadargelim"", ""--instcombine"", ""--sccp"", ""--loop-simplify"", ""--loop-unswitch"", ""--gvn"", ""--dse"", ""--simplifycfg"", ""--adce"", ""--mergefunc"", ""--lower-constants"", ""--strip-dead-prototypes"", ""--aggressive-instcombine""]",True,0.0,15,cbench-v1
0,cbench-v1_sha.ll,Qwen3-235B,"[""--sroa"", ""--mem2reg"", ""--instcombine"", ""--gvn"", ""--dse"", ""--simplifycfg"", ""--dce""]",True,0.5469336670838548,7,cbench-v1
1,cbench-v1_sha.ll,Qwen3-235B,"[""--sroa"", ""--instcombine"", ""--gvn"", ""--load-store-vectorizer"", ""--sccp"", ""--dse"", ""--simplifycfg"", ""--adce"", ""--slp-vectorizer"", ""--correlated-propagation"", ""--loop-unroll""]",True,0.40175219023779724,11,cbench-v1
2,cbench-v1_sha.ll,Qwen3-235B,"[""--sroa"", ""--instcombine"", ""--gvn"", ""--licm"", ""--load-store-vectorizer"", ""--sccp"", ""--dse"", ""--simplifycfg"", ""--jump-threading"", ""--adce"", ""--slp-vectorizer"", ""--correlated-propagation"", ""--loop-rotate"", ""--loop-unroll"", ""--tailcallelim"", ""--reassociate""]",True,0.4117647058823529,16,cbench-v1
3,cbench-v1_sha.ll,Qwen3-235B,"[""--inline"", ""--argpromotion"", ""--sroa"", ""--scalarrepl"", ""--instcombine"", ""--jump-threading"", ""--loop-rotate"", ""--loop-unroll"", ""--loop-vectorize"", ""--licm"", ""--gvn"", ""--slp-vectorizer"", ""--load-store-vectorizer"", ""--dse"", ""--sccp"", ""--simplifycfg"", ""--adce"", ""--correlated-propagation"", ""--mergefunc"", ""--tailcallelim"", ""--reassociate"", ""--memcpyopt""]",True,0.0,22,cbench-v1
4,cbench-v1_sha.ll,Qwen3-235B,"[""--inline"", ""--argpromotion"", ""--sroa"", ""--scalarrepl"", ""--instcombine"", ""--jump-threading"", ""--loop-simplify"", ""--licm"", ""--slsr"", ""--dse"", ""--gvn"", ""--sccp"", ""--simplifycfg"", ""--adce"", ""--mergefunc"", ""--tailcallelim"", ""--correlated-propagation"", ""--reassociate"", ""--memcpyopt""]",True,0.0,19,cbench-v1
0,cbench-v1_stringsearch.ll,Qwen3-235B,"[""--mem2reg"", ""--sroa"", ""--instcombine"", ""--simplifycfg"", ""--dce"", ""--dse"", ""--gvn"", ""--loop-unroll"", ""--licm""]",True,0.48293768545994065,9,cbench-v1
1,cbench-v1_stringsearch.ll,Qwen3-235B,"[""--mem2reg"", ""--sroa"", ""--instcombine"", ""--simplifycfg"", ""--early-cse"", ""--constprop"", ""--adce"", ""--dse"", ""--gvn"", ""--loop-simplify"", ""--loop-unroll"", ""--loop-unroll-and-jam"", ""--licm"", ""--break-crit-edges"", ""--jump-threading"", ""--correlated-propagation"", ""--tailcallelim"", ""--slsr"", ""--reassociate""]",True,0.5066765578635015,19,cbench-v1
2,cbench-v1_stringsearch.ll,Qwen3-235B,"[""--mem2reg"", ""--sroa"", ""--instcombine"", ""--simplifycfg"", ""--early-cse"", ""--constprop"", ""--adce"", ""--dse"", ""--gvn"", ""--loop-simplify"", ""--loop-rotate"", ""--loop-unroll"", ""--loop-unroll-and-jam"", ""--licm"", ""--break-crit-edges"", ""--jump-threading"", ""--correlated-propagation"", ""--tailcallelim"", ""--slsr"", ""--reassociate"", ""--loop-vectorize"", ""--instruction-simplify"", ""--memcpyopt"", ""--dead-arg-elim"", ""--prune-eh"", ""--inliner""]",True,0.0,26,cbench-v1
3,cbench-v1_stringsearch.ll,Qwen3-235B,"[""--sroa"", ""--mem2reg"", ""--instcombine"", ""--early-cse"", ""--sccp"", ""--gvn"", ""--dse"", ""--slsr"", ""--licm"", ""--instruction-simplify"", ""--reassociate"", ""--memcpyopt"", ""--jump-threading"", ""--simplifycfg"", ""--break-crit-edges"", ""--correlated-propagation"", ""--tailcallelim"", ""--dead-arg-elim"", ""--prune-eh"", ""--adce""]",True,0.0,20,cbench-v1
4,cbench-v1_stringsearch.ll,Qwen3-235B,"[""--simplifycfg"", ""--jump-threading"", ""--sroa"", ""--mem2reg"", ""--instcombine"", ""--early-cse"", ""--gvn"", ""--dse"", ""--reassociate"", ""--memcpyopt"", ""--correlated-propagation"", ""--dead-arg-elim"", ""--prune-eh"", ""--adce""]",True,0.0,14,cbench-v1
0,cbench-v1_stringsearch2.ll,Qwen3-235B,"[""--sroa"", ""--mem2reg"", ""--instcombine"", ""--simplifycfg""]",True,0.5020746887966805,4,cbench-v1
1,cbench-v1_stringsearch2.ll,Qwen3-235B,"[""--sroa"", ""--mem2reg"", ""--gvn"", ""--instcombine"", ""--reassociate"", ""--simplifycfg"", ""--deadstoreelimination"", ""--aggressivedce""]",True,0.0,8,cbench-v1
2,cbench-v1_stringsearch2.ll,Qwen3-235B,"[""--sroa"", ""--mem2reg"", ""--licm"", ""--jump-threading"", ""--gvn"", ""--instcombine"", ""--loop-unroll"", ""--simplifycfg"", ""--dse"", ""--aggressive-dce"", ""--constprop""]",True,0.0,11,cbench-v1
3,cbench-v1_stringsearch2.ll,Qwen3-235B,"[""--inline"", ""--sroa"", ""--mem2reg"", ""--correlated-propagation"", ""--reassociate"", ""--jump-threading"", ""--licm"", ""--loop-unswitch"", ""--instcombine"", ""--gvn"", ""--simplifycfg"", ""--memcpyopt"", ""--dse"", ""--slp-vectorizer"", ""--aggressive-dce""]",True,0.0,15,cbench-v1
4,cbench-v1_stringsearch2.ll,Qwen3-235B,"[""--split-crit-edges"", ""--sroa"", ""--sccp"", ""--correlated-propagation"", ""--jump-threading"", ""--licm"", ""--loop-unroll"", ""--loop-vectorize"", ""--instcombine"", ""--gvn"", ""--memcpyopt"", ""--dse"", ""--vectorize"", ""--simplifycfg"", ""--aggressive-dce""]",True,0.0,15,cbench-v1
0,cbench-v1_rijndael.ll,Qwen3-235B,"[""--mem2reg"", ""--sroa"", ""--instcombine"", ""--simplifycfg""]",True,0.4511658242295777,4,cbench-v1
1,cbench-v1_rijndael.ll,Qwen3-235B,"[""--mem2reg"", ""--sroa"", ""--sccp"", ""--dse"", ""--gvn"", ""--reassociate"", ""--instcombine"", ""--correlated-propagation"", ""--simplifycfg""]",True,0.46518832545247024,9,cbench-v1
2,cbench-v1_rijndael.ll,Qwen3-235B,"[""--mem2reg"", ""--sroa"", ""--sccp"", ""--licm"", ""--dse"", ""--gvn"", ""--loop-unroll"", ""--slp-vectorizer"", ""--reassociate"", ""--instcombine"", ""--correlated-propagation"", ""--simplifycfg"", ""--merge-blocks"", ""--adce""]",True,0.0,14,cbench-v1
3,cbench-v1_rijndael.ll,Qwen3-235B,"[""--sroa"", ""--mem2reg"", ""--dce"", ""--sccp"", ""--simplifycfg"", ""--instcombine"", ""--reassociate"", ""--correlated-propagation"", ""--loop-unroll"", ""--merge-blocks"", ""--adce"", ""--remove-unused-globals"", ""--prune-llvm-names""]",True,0.0,13,cbench-v1
4,cbench-v1_rijndael.ll,Qwen3-235B,"[""--sroa"", ""--mem2reg"", ""--dce"", ""--licm"", ""--sccp"", ""--simplifycfg"", ""--instcombine"", ""--reassociate"", ""--gvn"", ""--dse"", ""--merge-blocks"", ""--adce"", ""--remove-unused-globals"", ""--prune-llvm-names""]",True,0.0,14,cbench-v1
0,cbench-v1_adpcm.ll,Claude-Sonnet-4,[],False,0.0,0,cbench-v1
1,cbench-v1_adpcm.ll,Claude-Sonnet-4,[],False,0.0,0,cbench-v1
2,cbench-v1_adpcm.ll,Claude-Sonnet-4,[],False,0.0,0,cbench-v1
3,cbench-v1_adpcm.ll,Claude-Sonnet-4,[],False,0.0,0,cbench-v1
4,cbench-v1_adpcm.ll,Claude-Sonnet-4,[],False,0.0,0,cbench-v1
0,cbench-v1_bitcount.ll,Claude-Sonnet-4,[],False,0.0,0,cbench-v1
1,cbench-v1_bitcount.ll,Claude-Sonnet-4,[],False,0.0,0,cbench-v1
2,cbench-v1_bitcount.ll,Claude-Sonnet-4,[],False,0.0,0,cbench-v1
3,cbench-v1_bitcount.ll,Claude-Sonnet-4,[],False,0.0,0,cbench-v1
4,cbench-v1_bitcount.ll,Claude-Sonnet-4,[],False,0.0,0,cbench-v1
0,cbench-v1_dijkstra.ll,Claude-Sonnet-4,[],False,0.0,0,cbench-v1
1,cbench-v1_dijkstra.ll,Claude-Sonnet-4,[],False,0.0,0,cbench-v1
2,cbench-v1_dijkstra.ll,Claude-Sonnet-4,[],False,0.0,0,cbench-v1
3,cbench-v1_dijkstra.ll,Claude-Sonnet-4,[],False,0.0,0,cbench-v1
4,cbench-v1_dijkstra.ll,Claude-Sonnet-4,[],False,0.0,0,cbench-v1
0,cbench-v1_blowfish.ll,Claude-Sonnet-4,[],False,0.0,0,cbench-v1
1,cbench-v1_blowfish.ll,Claude-Sonnet-4,[],False,0.0,0,cbench-v1
2,cbench-v1_blowfish.ll,Claude-Sonnet-4,[],False,0.0,0,cbench-v1
3,cbench-v1_blowfish.ll,Claude-Sonnet-4,[],False,0.0,0,cbench-v1
4,cbench-v1_blowfish.ll,Claude-Sonnet-4,[],False,0.0,0,cbench-v1
0,cbench-v1_patricia.ll,Claude-Sonnet-4,[],False,0.0,0,cbench-v1
1,cbench-v1_patricia.ll,Claude-Sonnet-4,[],False,0.0,0,cbench-v1
2,cbench-v1_patricia.ll,Claude-Sonnet-4,[],False,0.0,0,cbench-v1
3,cbench-v1_patricia.ll,Claude-Sonnet-4,[],False,0.0,0,cbench-v1
4,cbench-v1_patricia.ll,Claude-Sonnet-4,[],False,0.0,0,cbench-v1
0,cbench-v1_crc32.ll,Claude-Sonnet-4,[],False,0.0,0,cbench-v1
1,cbench-v1_crc32.ll,Claude-Sonnet-4,[],False,0.0,0,cbench-v1
2,cbench-v1_crc32.ll,Claude-Sonnet-4,[],False,0.0,0,cbench-v1
3,cbench-v1_crc32.ll,Claude-Sonnet-4,[],False,0.0,0,cbench-v1
4,cbench-v1_crc32.ll,Claude-Sonnet-4,[],False,0.0,0,cbench-v1
0,cbench-v1_qsort.ll,Claude-Sonnet-4,[],False,0.0,0,cbench-v1
1,cbench-v1_qsort.ll,Claude-Sonnet-4,[],False,0.0,0,cbench-v1
2,cbench-v1_qsort.ll,Claude-Sonnet-4,[],False,0.0,0,cbench-v1
3,cbench-v1_qsort.ll,Claude-Sonnet-4,[],False,0.0,0,cbench-v1
4,cbench-v1_qsort.ll,Claude-Sonnet-4,[],False,0.0,0,cbench-v1
0,cbench-v1_sha.ll,Claude-Sonnet-4,[],False,0.0,0,cbench-v1
1,cbench-v1_sha.ll,Claude-Sonnet-4,[],False,0.0,0,cbench-v1
2,cbench-v1_sha.ll,Claude-Sonnet-4,[],False,0.0,0,cbench-v1
3,cbench-v1_sha.ll,Claude-Sonnet-4,[],False,0.0,0,cbench-v1
4,cbench-v1_sha.ll,Claude-Sonnet-4,[],False,0.0,0,cbench-v1
0,cbench-v1_stringsearch.ll,Claude-Sonnet-4,[],False,0.0,0,cbench-v1
1,cbench-v1_stringsearch.ll,Claude-Sonnet-4,[],False,0.0,0,cbench-v1
2,cbench-v1_stringsearch.ll,Claude-Sonnet-4,[],False,0.0,0,cbench-v1
3,cbench-v1_stringsearch.ll,Claude-Sonnet-4,[],False,0.0,0,cbench-v1
4,cbench-v1_stringsearch.ll,Claude-Sonnet-4,[],False,0.0,0,cbench-v1
0,cbench-v1_stringsearch2.ll,Claude-Sonnet-4,[],False,0.0,0,cbench-v1
1,cbench-v1_stringsearch2.ll,Claude-Sonnet-4,[],False,0.0,0,cbench-v1
2,cbench-v1_stringsearch2.ll,Claude-Sonnet-4,[],False,0.0,0,cbench-v1
3,cbench-v1_stringsearch2.ll,Claude-Sonnet-4,[],False,0.0,0,cbench-v1
4,cbench-v1_stringsearch2.ll,Claude-Sonnet-4,[],False,0.0,0,cbench-v1
0,cbench-v1_rijndael.ll,Claude-Sonnet-4,[],False,0.0,0,cbench-v1
1,cbench-v1_rijndael.ll,Claude-Sonnet-4,[],False,0.0,0,cbench-v1
2,cbench-v1_rijndael.ll,Claude-Sonnet-4,[],False,0.0,0,cbench-v1
3,cbench-v1_rijndael.ll,Claude-Sonnet-4,[],False,0.0,0,cbench-v1
4,cbench-v1_rijndael.ll,Claude-Sonnet-4,[],False,0.0,0,cbench-v1
